2019-12-21 00:47:05,238 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping:547 - Mapped "{[/common/uploadFiles],methods=[POST]}" onto public com.joysupply.util.ResultData<java.util.List<java.util.Map<java.lang.String, java.lang.Object>>> com.joysupply.controller.CommonController.uploadFiles(java.lang.String,org.springframework.web.multipart.MultipartFile[])
2019-12-21 00:47:05,238 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping:547 - Mapped "{[/common/verifyToken],methods=[GET]}" onto public boolean com.joysupply.controller.CommonController.verifyToken(java.lang.String)
2019-12-21 00:47:05,238 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping:547 - Mapped "{[/common/createToken],methods=[GET]}" onto public java.util.Map<java.lang.String, java.lang.Object> com.joysupply.controller.CommonController.createToken(javax.servlet.http.HttpServletRequest)
2019-12-21 00:47:05,238 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping:547 - Mapped "{[/common/uploadFile],methods=[POST]}" onto public com.joysupply.util.ResultData<java.util.Map<java.lang.String, java.lang.Object>> com.joysupply.controller.CommonController.uploadFile(java.lang.String,org.springframework.web.multipart.MultipartFile)
2019-12-21 00:47:05,248 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping:547 - Mapped "{[/common/decryptToken],methods=[GET]}" onto public java.util.Map<java.lang.String, java.lang.Object> com.joysupply.controller.CommonController.decryptToken(java.lang.String)
2019-12-21 00:47:05,248 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping:547 - Mapped "{[/common/getWeekDay]}" onto public java.util.Map<java.lang.String, java.lang.Object> com.joysupply.controller.CommonController.getWeekDay(java.lang.String,java.lang.String,java.lang.String,java.lang.String)
2019-12-21 00:47:05,248 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping:547 - Mapped "{[/api/dic/delete],methods=[POST]}" onto public com.joysupply.util.OpResult com.joysupply.controller.DataDictionaryController.deleteDataDictionary(java.util.Map)
2019-12-21 00:47:05,248 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping:547 - Mapped "{[/api/dic/save],methods=[POST]}" onto public com.joysupply.util.OpResult com.joysupply.controller.DataDictionaryController.saveDataDictionary(com.joysupply.entity.DataDictionary)
2019-12-21 00:47:05,248 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping:547 - Mapped "{[/api/dic/update],methods=[POST]}" onto public com.joysupply.util.OpResult com.joysupply.controller.DataDictionaryController.updateDataDictionary(com.joysupply.entity.DataDictionary)
2019-12-21 00:47:05,248 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping:547 - Mapped "{[/api/dic/editDataDicItemPage],methods=[GET]}" onto public org.springframework.web.servlet.ModelAndView com.joysupply.controller.DataDictionaryController.editDataDicItemPage(java.util.Map)
2019-12-21 00:47:05,248 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping:547 - Mapped "{[/api/dic/getDicItemList],methods=[GET]}" onto public java.util.Map<java.lang.String, java.lang.Object> com.joysupply.controller.DataDictionaryController.getDicItemList(java.util.Map)
2019-12-21 00:47:05,248 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping:547 - Mapped "{[/api/dic/getDicListPage],methods=[GET]}" onto public org.springframework.web.servlet.ModelAndView com.joysupply.controller.DataDictionaryController.getDicListPage()
2019-12-21 00:47:05,248 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping:547 - Mapped "{[/api/dic/getDicList],methods=[GET]}" onto public java.util.Map<java.lang.String, java.lang.Object> com.joysupply.controller.DataDictionaryController.getDicList(java.util.Map)
2019-12-21 00:47:05,248 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping:547 - Mapped "{[/api/dic/addDataDicPage],methods=[GET]}" onto public org.springframework.web.servlet.ModelAndView com.joysupply.controller.DataDictionaryController.addDataDicPage(java.util.Map)
